"M","env.effect","f.i.wt"
"OAP14pp",0,0
"OAP15pp",0,0
"OAP16pp",0,0
"OAP17pp",0,0
"OAP18pp",0,0
"OAP19pp",0,0
"OAP1pp",0,0
"OAP2pp",0,0
"OAP3pp",0,0
"OAP4pp",0,0
"OAP5pp",0,0
"OAP6pp",0,0
"OAP7pp",0,0
"OAP8pp",0,0
"OAP9pp",1e-11,0
"OARGDC",0,0
"OBDHc",0,0
"OBTFL",0,0
"OCAALD",1e-11,0
"OCBT_1",0,0
"OCDCAt2",0,0
"OCDCAt2pp",0,0
"OCDCEAt2pp",0,0
"OCHCCH",0,0
"OCOAT1",0,0
"OCOAT2r",0,0
"OCOAT3r",0,0
"OCTD",0,0
"OCTNLL",0,0
"OGCOAAT",0,0
"OGLT",0,0
"OHEDH",0,0
"OHPHM",0,0
"OIVD1r",0,0
"OIVD2",0,0
"OIVD3",0,0
"OMAHY",0,0
"OMAIS",0,0
"OMBZLM",0,0
"OMCPPCI",0,0
"OMCPPCI2",0,0
"OMCPPCO",1.31e-10,0
"OMLT",0,0
"OMMBLHX",0,0
"OMMBLHX3",0,0
"OMPHHX",0,0
"OMPHHX3",0,0
"OOR2",0,0
"OOR2r",0,0
"OOR3r",0,0
"OORr",0,0
"OP4ENH",1e-11,0
"OP4ENH2",0,0
"OP4ENH3",0,0
"OPAH",0,0
"OPETDC",0,0
"OPHHX",0,0
"OPTCCL",0,0
"ORLT",0,0
"ORNabc",0,0
"ORNabcpp",0,0
"ORNCD",0,0
"ORNDC",0,0
"ORNt",0,NA
"ORNt2",0,0
"ORNt2r",NA,0
"ORNTA",0,0
"ORNTA_1",0,0
"ORNTAC",0.0124012243,0.00772722423432093
"ORNTAC_1",0,0
"OROATP",0,0
"OROTt2_2pp",0,0
"OXACOAL",0,0
"OXADC",0,0
"OXAMTC",0,0
"OXAt",0,0
"OXCDC",0,0
"OXCOAHDH",0,0
"OXDHCOAT",0,0
"OXFOt4pp",0,0
"OXFOtex",0,0
"OXGDC",0,0
"OXGDC2",0,0
"OXOADLR",0,0
"OXOAEL",1.41e-11,0
"OXPTNDH",0,0
"P5CD",0,0
"P5CRx",0.0046244191,0.00288155338016673
"PA120abcpp",0,0
"PA140abcpp",0,0
"PA141abcpp",0,0
"PA160abcpp",0,0
"PA161abcpp",0,0
"PA180abcpp",0,0
"PA181abcpp",0,0
"PABB",2.8e-05,1.74204975309364e-05
"PACALDt2rpp",0,0
"PACCOAE",0,0
"PACCOAL",0,0
"PACCOAL2",0,0
"PACCOAL3",0,0
"PACt1",3.48e-09,0
"PACt2r",0,0
"PACt3",0,0
"PALASA_SA2",0,0
"PALAt2",0,0
"PALDH",0,0
"PALMITTRANS",0,0
"PAPA120",0,0
"PAPA120pp",0,0
"PAPA140",0,0
"PAPA140pp",3.72e-10,0
"PAPA141",0,0
"PAPA141pp",0,0
"PAPA160",0,0
"PAPA160pp",0,0
"PAPA161",0,0
"PAPA161pp",0,0
"PAPA180",0,0
"PAPA180pp",0,0
"PAPA181",0,0
"PAPA181_9",0,0
"PAPA181pp",0,0
"PAPA182_9_12",0,0
"PAPA183_6_9_12",1e-11,0
"PAPA183_9_12_15",0,0
"PAPA184_6_9_12_15",0,0
"PAPA_EC",0,0
"PAPA_SA",0,0
"PAP_BS",0,0
"PAPPT1",0,0
"PAPPT2",0,0
"PAPSR",1e-11,0
"PAPSR2",0,0
"PAPSSH",11.9664520661,0.237138844943695
"PASYN_EC",0,0
"PASYN_HP",0,0
"PASYN_SA",0,0
"PATS",0,0
"PBUTT",0,NA
"PC",0,0
"PC11M",0,0
"PC17M",0,0
"PC20M",1.19e-10,0
"PC6AR",1.19e-10,0
"PC6YM",1.19e-10,0
"PC8XM",0,0
"PCADYOX",0,0
"PCMEH2pp",0,0
"PCMEH3pp",0,0
"PDE1",0,0
"PDE4",3.98e-10,0
"PDH",0,0
"PDH2",0,0
"PDHa",0,0
"PDHbr",0,0
"PDHcr",4.24e-11,0
"PDIMAS",0,0
"PDIMAT",0,0
"PDIPS",0,0
"PDX5PO2",1e-11,0
"PDX5POi",0,0
"PDXPP",0,0
"PE120abcpp",0,0
"PE140abcpp",0,0
"PE141abcpp",0,0
"PE180abcpp",0,0
"PE181abcpp",0,0
"PEAMNO",0,0
"PEAMNOpp",0,0
"PENAM",0,0
"PENCAC",0,0
"PENGt1",0,0
"pentso3abcpp",0,0
"PENTSOtex",0,0
"PEPCK_re",0,0
"PEPt6",0,0
"PEPt6pp",0,0
"PEPT_EC",0,0
"PEPT_HP",0,0
"PETNT161pp",0,0
"PETNT181pp",0,0
"PFK",0,0
"PFK_2",0,0
"PFK_3",1e-11,0
"PFK_adp",1e-11,0
"PFK_ppi",0,0
"PFL",26.9679061483,-0.48698135121207
"PFOR",0,0
"PG120abcpp",1e-11,0
"PG140abcpp",0,0
"PG141abcpp",1e-11,0
"PG160abcpp",0,0
"PG161abcpp",0,0
"PG180abcpp",0,0
"PG181abcpp",0,0
"PGAMTi",0,0
"PGCD",1.1941439398,-0.0734709439838652
"PGI",0.4325895757,-0.269953271552476
"PGK_1",0,0
"PGL",0,0
"PGLCNDH",0,0
"PGLS",0,0
"PGLUSYN",0,0
"PGLYCP",0,0
"PGLYSA_SA2",0,0
"PGM_1",0,0
"PGMT",0,0
"PGMT_B",0,0
"PGP120abcpp",0,0
"PGP140abcpp",0,0
"PGP141abcpp",0,0
"PGP160abcpp",0,0
"PGP161abcpp",0,0
"PGP180abcpp",0,0
"PGP181abcpp",0,0
"PGPAGT",0,0
"PGPP120",0,0
"PGPP120pp",1.12e-10,0
"PGPP140",0,0
"PGPP140pp",0,0
"PGPP141",0,0
"PGPP141pp",0,0
"PGPP160",0,0
"PGPP160190",0,0
"PGPP160pp",0,0
"PGPP161",0,0
"PGPP161pp",1e-11,0
"PGPP180",1e-11,0
"PGPP180pp",0,0
"PGPP181",0,0
"PGPP181_9",0,0
"PGPP181pp",0,0
"PGPP182_9_12",0,0
"PGPP183_6_9_12",0,0
"PGPP183_9_12_15",0,0
"PGPP184_6_9_12_15",0,0
"PGPP190",0,0
"PGPP_EC",0,0
"PGPPH_BS",0,0
"PGPP_HP",0,0
"PGPP_SA",0,0
"PGPPT3",0,0
"PGSA120",0,0
"PGSA140",0,0
"PGSA141",0,0
"PGSA160",0,0
"PGSA160190",0,0
"PGSA161",0,0
"PGSA180",0,0
"PGSA181",0,0
"PGSA181_9",0,0
"PGSA182_9_12",0,0
"PGSA183_6_9_12",0,0
"PGSA183_9_12_15",0,0
"PGSA184_6_9_12_15",0,0
"PGSA190",0,0
"PGSA_EC",0,0
"PGSA_HP",0,0
"PGSA_SA",0,0
"PHA",1e-11,0
"PHACOAOR",2.24e-11,0
"PHACTE",0,0
"PHAPC100",0,0
"PHAPC120",0,0
"PHAPC121",0,0
"PHAPC140",0,0
"PHAPC141",0,0
"PHAPC60",0,0
"PHAPC80",0,0
"PHBS_syn",0,0
"PHCD",0,0
"PHCHGS",0,0
"PHCYT_BS",7.48e-10,0
"PHDCAt",0,0
"PHDCATA",1e-11,0
"PHEMEabcpp",0,0
"PHEMEtiex",1.09e-10,0
"PHENOLt2pp",0,0
"PHEPC",0,0
"PHEPS",0,0
"PHEt2r",0,0
"PHEt2rpp",0,0
"PHETHPTOX",0,0
"PHETRS",0,0
"PHOtex",0,0
"PHOtpp",0,0
"PHTHCLR1",1e-11,0
"PHTHCLR2",1e-11,0
"PHTHCLS",1e-11,0
"PHTHDLS",1e-11,0
"PHTHDLS2",0,0
"PHTHS",1e-11,0
"PHTHS2",0,0
"PHTO",0,0
"PHYCBOXL",0,0
"PHYT3",0,0
"PHYTEDH1",0,0
"PHYTEDH2",0,0
"PHYTES",0,0
"PHYTES2",0,0
"PHYTFDH1",0,0
"PHYTFDH2",0,0
"PHYTSpp",0,0
"PIabc",0,0
"PICH",0,0
"PIMEtr",0,0
"PIt2r",0,0
"PIt2rpp",0.029992972,-0.0186911411996984
"PIt7",0,0
"PIt7ipp",0,0
"PIuabcpp",0,0
"PLCD",0,0
"PLEUSA_SA2",0,0
"PLIPA1",0,0
"PLIPA1A120pp",0,0
"PLIPA1A140pp",0,0
"PLIPA1A141pp",0,0
"PLIPA1A160pp",0,0
"PLIPA1A161pp",0,0
"PLIPA1A180pp",0,0
"PLIPA1A181pp",0,0
"PLIPA1E120pp",0,0
"PLIPA1E140pp",0,0
"PLIPA1E141pp",0,0
"PLIPA1E160",0,0
"PLIPA1E160pp",0,0
"PLIPA1E161pp",0,0
"PLIPA1E180",0,0
"PLIPA1E180pp",1.41e-11,0
"PLIPA1E181pp",0,0
"PLIPA1G120pp",0,0
"PLIPA1G140pp",0,0
"PLIPA1G141pp",0,0
"PLIPA1G160pp",0,0
"PLIPA1G161pp",0,0
"PLIPA1G180pp",0,0
"PLIPA1G181pp",0,0
"PLIPA2",0,0
"PLIPA2A120pp",0,0
"PLIPA2A140pp",4.74e-10,0
"PLIPA2A141pp",0,0
"PLIPA2A160pp",0,0
"PLIPA2A161pp",0,0
"PLIPA2A180pp",0,0
"PLIPA2A181pp",0,0
"PLIPA2E120pp",0,0
"PLIPA2E140pp",0,0
"PLIPA2E141pp",0,0
"PLIPA2E160pp",0,0
"PLIPA2E161pp",0,0
"PLIPA2E180pp",0,0
"PLIPA2E181pp",0,0
"PLIPA2G120pp",0,0
"PLIPA2G140pp",0,0
"PLIPA2G141pp",0,0
"PLIPA2G160pp",0,0
"PLIPA2G161pp",0,0
"PLIPA2G180pp",0,0
"PLIPA2G181pp",0,0
"PLIPA3",0,0
"PLPS",0.0001558958,0
"PLTAS",0,0
"PLYSSA_SA2",0,0
"PMANM",0,0
"PMEVK",0,0
"PNCDC",0,0
"PNP",0,0
"PNTEH",0,0
"PNTOt2",0,0
"PNTOt4",0,0
"PNTOt4pp",0,0
"POAACR",0,0
"POR",0,0
"POR_1",0,0
"POR2",0,0
"POR_2",0,0
"POR3",0,0
"POR3b",0,0
"POR5",0.0328212994,-0.00070776975923239
"POR_syn",0,0
"POX",0,0
"PPA",0,0
"PPA_1",0,0
"PPA_1pp",0,0
"PPA2",0,0
"PPAAFDOR",0,0
"PPAKr",0,0
"PPALtpp",0,0
"PPANA",0,0
"PPAt2pp",0,0
"PPAt4pp",0,0
"PPAt6",NA,0.00649097879688198
"PPAtr",0.1135225434,NA
"PPC",2.3969550623,-0.749317846669022
"PPCCYTC1pp",0,0
"PPCK",0,0
"PPCOAC",0,0
"PPCSCT",0,0
"PPDD",0,0
"PPDIMAS",0,0
"PPDIMAT",0,0
"PPGKr",1.2977687269,0.805514626736768
"PPGPPDP",0,0
"PPIabc",0,0
"PPK2r",0,0
"PPKr",0.1409684783,-0.087879698623402
"PPM",0,0
"PPM2",0,0
"PPNCL",0,0
"PPNCL3",0,0
"PPOHt2pp",0,0
"PPOR",0,0
"PPPGO",0,0
"PPPGO2",0,0
"PPPGO4",0.0002513093,2.61308405684151e-05
"PPPNDO",0,0
"PPPNt2r",0,0
"PPPNt2rpp",0,0
"PPRDNDH",0,0
"PPS",0,0
"PPTGF_Syn",0,0
"PPTGS",0,0
"PPTGS_BS",0,0
"PPTGS_KT",0,0
"PPTGS_Syn",0,0
"PPTGS_TB1",0,0
"PPTGS_TB2",0,0
"PPTGS_TM",0,0
"PPTHpp",0,0
"PPTT",0,0
"PRAIS_1",0.0046885969,0.00292154290381607
"PRAMPC_1",0.000989997,0.000616890776519191
"PRDX",0,0
"PREPHACPH",0,0
"PREPPACPH",0,0
"PREPTHS",0,0
"PREPTHS2",0,0
"PREPTTA",0,0
"PRFGS_1",0,0
"PRO1x",0,0
"PRO1y",0,0
"PROabc",1e-11,0
"PROabcpp",0,0
"PROD2",0,0
"PROGLYabcpp",0,0
"PROLBabc",2.21e-09,0
"PROLPPGT160",0,0
"PROLPPOATPE160",0,0
"PROLPPOATPG160",1.27e-10,0
"PROt2r",0,0
"PROt2rpp",0,0
"PROt4",0,0
"PROt4pp",0,0
"PROTRS",0,0
"PRPPP",1e-11,0
"PRPPS",0,0
"PRUK",0,0
"PS120abcpp",0,0
"PS140abcpp",0,0
"PS141abcpp",0,0
"PS160abcpp",0,0
"PS161abcpp",0,0
"PS180abcpp",0,0
"PS181abcpp",0,0
"PSCLYSt2pp",0,0
"PSD120",0,0
"PSD140",0,0
"PSD141",0,0
"PSD180",1.02e-10,0
"PSD181",0,0
"PSDC_BS",0,0
"PSD_EC",0,0
"PSD_HP",0,0
"PSD_SA",0,0
"PSER_Dt6",0,0
"PSER_Lt6",0,0
"PSERT",1.1941439398,-0.0734709439838652
"PSI",0,0
"PSI_2",0,0
"PSII",0,0
"PSLP",0,0
"PSLS",0,0
"PSP_D",0,0
"PSP_L",1.1941439406,-0.0734709439838652
"PSP_Lpp",0,0
"PSSA120",0,0
"PSSA140",1.19e-10,0
"PSSA141",0,0
"PSSA180",1e-11,0
"PSSA181",0,0
"PSSA_EC",0,0
"PSSA_HP",0,0
"PSSA_SA",0,0
"PSUDS",0,0
"PTA2",0,0
"PTAr",22.0999134524,-0.436219338596654
"PTHPS",0,0
"PTHRpp",0,0
"PTOLDOX",0,0
"PTRCabc",0,0
"PTRCabcpp",0,0
"PTRCORNt7",0,0
"PTRCORNt7pp",0,0
"PTRCt2",NA,0
"PTRCt2pp",0,0
"PTRCTA",0,0
"PULLe",0,0
"PUNP1",0,0
"PUNP2",0,0
"PUNP3",0,0
"PUNP4",0,0
"PUNP5",0,0
"PUNP6",0,0
"PUNP7",0,0
"PUNP8",0,0
"PURabc1",0,0
"PUTA3",0,0
"PXMO",0,0
"P_Xylt1",0,0
"P_XYLtpp",0,0
"PYAM5PO",0,0
"PYDAMK",0,0
"PYDAMtpp",0,0
"PYDXK",0,0
"PYDXNK",0,0
"PYDXNO",0,0
"PYDXNtpp",0,0
"PYDXNtr",0,0
"PYDXPP",0,0
"PYDXtpp",0,0
"PYK",0,0
"PYK2",0,0
"PYK3",0,0
"PYK4",0,0
"PYK5",0,0
"PYNP1",0,0
"PYNP2r",0,0
"PYRDC",0,0
"PYRDOX",0,0
"PYRIS",0,0
"PYROX",0,0
"PYRt2",0,0
"PYRt2rpp",1e-11,0
"PYRt4pp",0,0
"PYRZAM",0,0
"Q23DO",0,0
"QMO2",1e-11,0
"QMO3",0,0
"QRr",0,0
"QUIDH",1e-11,0
"QUIN2tpp",1e-11,0
"QUINDH",0,0
"QUINtex",0,0
"QULNS_1",0,0
"R05217",0,0
"R05219",0,0
"R05224",0,0
"R05224_1",0,0
"R15BPK",0,0
"R1PK",0,0
"R5PP",0,0
"R5PPpp",3.89e-10,0
"RAFFabc",0,0
"RAFFINt2",0,0
"RAFGH",0,0
"RAFH",0,0
"RAFHpp",0,0
"RBCh",0,0
"RBK",0,0
"RBK_Dr",0,0
"RBK_L1",0,0
"RBP4E",0,0
"RBPC",0,0
"RBPI",0,0
"RBTDG",0,0
"Rbtt2",0,0
"RDXR",0,0
"REMNANT1tpp",0,0
"REPHACCOAI",0,0
"RFAC_HP",0,0
"RFA_HP",1.41e-11,0
"RFAMPtpp",0,0
"RH2CD",1e-11,0
"RH3CD",0,0
"RHACOAR100",0,0
"RHACOAR120",0,0
"RHACOAR140",0,0
"RHACOAR60",0,0
"RHACOAR80",0,0
"RHAT1",0,0
"RHCYS",0.0001824241,2.4303726458032e-05
"RIBabc",0,0
"RIBabc1",0,0
"RIBabcpp",0,0
"RIBFLVt2",0,0
"RMI",0,0
"RMK",0,0
"RMNabc",0,0
"RMNt",0,0
"RMNtpp",0,0
"RMPA",0,0
"RNADRr",0,0
"RNAMtex",0,0
"RNAMtpp",0,0
"RNDR1",0,0
"RNDR1b",0,0
"RNDR2",0,0
"RNDR2b",0,0
"RNDR3",0,0
"RNDR3b",0,0
"RNDR4",0,0
"RNDR4b",0,0
"RNMK",0,0
"RNTR1",0,0
"RNTR1c",0,0
"RNTR1c2",0.0078984699,-0.000170324794327738
"RNTR2",0,0
"RNTR2c",0,0
"RNTR2c2",0.0081553337,-0.000175863917587572
"RNTR3",0,0
"RNTR3c",0,0
"RNTR3c2",0.0081553337,-0.000175863917587572
"RNTR4",0,0
"RNTR4c",0,0
"RNTR4c2",0.0078984699,-0.000170324794327738
"ROO",0,0
"RPE",0.4071582763,-0.0125677986346097
"RPI",4.0829644103,-0.834079706982538
"RPPDIMAS",0,0
"RRPPDIMAS",0,0
"RU5PS",0,0
"RZ5PP",0,0
"RZ5PP2",0,0
"S2FE2SR",0,0
"S2FE2SS",0,0
"S2FE2SS2",0,0
"S2FE2ST",0,0
"S3AdT",0,0
"S4FE4SR",0,0
"S4FE4ST",0,0
"S6PG",0,0
"S7PI",0,0
"SADH",0,0
"SADT",0.0103866357,0.00647197122323299
"SA_free_FA",0,0
"SALADC2",0,0
"SALCHS1H",0,0
"SALCHS2FEabcpp",0,0
"SALCHS2FEexs",0,0
"SALCHS2FER1",0,0
"SALCHS2FER2",0,0
"SALCHS2FER3",0,0
"SALCHS2FEtonex",0,0
"SALCHS2H",0,0
"SALCHS2tex",0,0
"SALCHS4abcpp",0,0
"SALCHS4FEabcpp",0,0
"SALCHS4FEexs",0,0
"SALCHS4FEHpp",0,0
"SALCHS4FER1",0,0
"SALCHS4FER2",0,0
"SALCHS4FER3",0,0
"SALCHS4FEtonex",0,0
"SALCHS4Hpp",0,0
"SALCHS4tex",0,0
"SALCHSXtpp",0,0
"SALCNH",0,0
"SALCpts",0,0
"SALCptspp",0,0
"SALCS",0,0
"SALCtpp",0,0
"SALSYN",0,0
"SARCOX",0,0
"SBDH",0,0
"SBP",0,0
"SBTD_D2",0,0
"SBTPD",0,0
"SBTpts",0,0
"SBTptspp",0,0
"SBTt2",0,0
"SCYSDS",0,0
"SCYSSL",0,0
"SCYSSL_1",0,0
"SDPTAi",0,0
"SECS",0,0
"SELCYSLY",0,0
"SELCYSLY3",0,0
"SELCYSS",0,0
"SELGTHR",0,0
"SELGTHR2",0,0
"SELGTHR3",0,0
"SELMETAT",0,0
"SELNPS",0,0
"SELR",0,0
"SELtpp",0,0
"SEPHCHCS",0,0
"SERabc",0,0
"SERabcpp",0,0
"SERASr",0,0
"SERD_D",0,0
"SERD_L",0,0
"SERt2r",0,0
"SERt2rpp",0,0
"SERt4",0,0
"SERt4pp",0,0
"SERTRS",0,0
"SERTRS2",0,0
"SFGTHi",0,0
"SGDS",0,0
"SGSAD",0,0
"SHCD",1e-11,0
"SHCHCC",0,0
"SHCHCS",0,0
"SHCHCS2",0,0
"SHCHCS3",0,0
"SHCHD2_1",0,0
"SHCHD3",0,0
"SHCHF2",0,0
"SHCHF_2",0,0
"SHCHF3",0,0
"SHSL1_1",0,0
"SHSL2",0.0177703007,0.0110725197193986
"SHSL2r",0.0161479191,0.0100616787281296
"SHSL3",0,0
"SHSL4r",0,0
"SKMt2",0,0
"SKMt2pp",0,0
"SLCYSS",0,0
"SLDx",0,0
"SLDxi2",0,0
"SLDy",0,0
"SLNTtpp",0,0
"SLTAS",0,0
"SMTZS",0,0
"SO2tpp",0,0
"SO3abcpp",0,0
"SO3R",0.0156013834,0.00972115189022851
"SO4t2",0,0
"SO4t2pp",0.0078881018,-0.00491540052577956
"SORD_D",3.63e-10,0
"SOTA",0,0
"SPDC",1e-11,0
"SPMDabc",0,0
"SPMDabcpp",0,0
"SPMDAT1",0,0
"SPMDAT2",0,0
"SPMDAT3",0,0
"SPMDt2pp",0,0
"SPMDt3",0,0
"SPMDt3pp",1.51e-10,0
"SPMS",0,0
"SPP",0,0
"SPRMS",0,0
"SPS",0,0
"Spt3AdT",0,0
"SPTc",0,0
"SPT_syn",0,0
"SQD1",0,0
"SQD2_160",0,0
"SQD2_161",0,0
"SQD2_180",0,0
"SQD2_181",0,0
"SQD2_181_9",4.94e-10,0
"SQD2_182_9_12",4.94e-10,0
"SQD2_183_6_9_12",0,0
"SQD2_183_9_12_15",0,0
"SQD2_184_6_9_12_15",0,0
"SQLC",0,0
"SQLC2",0,0
"SQLS",0,0
"SRB_Lt",2.24e-11,0
"SSALx",0,0
"SSALy",1.11e-09,0
"SSCOARy",0,0
"St",2.2e-10,0
"STACHGALACT",0,0
"STPT1",0.0228795499,0.0142558215953139
"STPT2",0,0
"SUCBZL",0,0
"SUCBZS",0,0
"SUCBZT1",0,0
"SUCBZT2",0,0
"SUCCabc",0,0
"SUCCt2_2",0,0
"SUCCt2_2pp",0,0
"SUCCt2_3",0,0
"SUCCt2_3pp",0,0
"SUCCt2b",0.0069383884,0.00432339530358786
"SUCCt2r",0.0069383884,0.00432339530358786
"SUCCt3",0,0
"SUCCt3pp",0,0
"SUCCtpp",0.0069383884,0.00432339530358786
"SUCD3",0,0
"SUCD5_BS",1e-11,0
"SUCDi",0,0
"SUCDpp_syn",0,0
"SUCDu_syn",0,0
"SUCFUMt",0,0
"SUCOAACTr",0,0
"SUCOAS",0,0
"SUCpts",0,0
"SUCptspp",0,0
"SUCR",0,0
"SUCRabc",0,0
"SUCRabcpp_syn",0,0
"SUCtpp",0,0
"SULAabc",0,0
"SULabc",0,0
"SULabcpp",0,0
"SULFACabcpp",0,0
"SULFDH",0,0
"SULR",0,0
"SULR2pp",0,0
"SULR3",0,0
"SULR3_1",0,0
"SULRpp",0,0
"SULR_syn",2.17e-10,0
"T2DECAI",0,0
"T4HCINNMtex",0,0
"T4HCINNMtpp",0,0
"TAG1PK",0,0
"TAGO",0,0
"TAGptspp",0,0
"TAGURr",0,0
"TALA",0.2077002438,-0.00641090859665587
"TAPTPP",1e-11,0
"TAPTPPM",1e-11,0
"TARTD",0,0
"TARTDC",0,0
"TARTRDH",0,0
"TARTRDH2",0,0
"TARTRDtpp",0,0
"TARTRt7",0,0
"TARTRt7pp",0,0
"TARTt2_3pp",0,0
"TAS",0,0
"TATS",0,0
"TATSO",0,0
"TAUDO",0,0
"TAURabc",0,0
"TAURabcpp",0,0
"TCBO",0,0
"TCBt2ex",0,0
"TCBt2pp",0,0
"TCFERCYT",0,0
"TCURCYT",0,0
"TDMS1",0,0
"TDMS2",0,0
"TDMS3",0,0
"TDMS4",0,0
"TDP",0,0
"TDPADGAT",0,0
"TDPAGTA",0,0
"TDPDRE",0,0
"TDPDRR",0,0
"TDPDRRr",0,0
"TDPGDH",2.54e-10,0
"TDSKN",0,0
"TDSR1",2.24e-11,0
"TDSR2",0,0
"TECA1S",0,0
"TECA1S45",0,0
"TECA2S",0,0
"TECA2S45",0,0
"TECA3S",0,0
"TECA3S45",0,0
"TECA4S",0,0
"TECA4S_BS",0,0
"TECAS_CL",0,0
"TEICH45",0,0
"TETDHpp1",0,0
"TETDHpp2",0,0
"TETDHpp3",0,0
"TGBPA",0,0
"THACH",0,0
"THD2",0,0
"THD2pp",2.0914629776,-0.0645742030479194
"ThDPAT",0,0
"THFAT",0,0
"THIOGabc",0,0
"THIORDXi",0,0
"THMabc",0,0
"THMabcpp",0,0
"THMDP",0,0
"THMDt2",1e-11,0
"THMDt2pp_copy1",0,0
"THMDt2pp_copy2",0,0
"THMDt4",0,0
"THMt2",1e-11,0
"THMt6",0,0
"THPAT",0,0
"THRA2i",0,0
"THRabc",0,0
"THRabcpp",0,0
"THRAi",0,0
"THRD",0,0
"THRPD",0,0
"THRPDC",0,0
"THRt2pp",0,0
"THRt2r",0,0
"THRt2rpp",0,0
"THRt4",0,0
"THRt4pp",0,0
"THRTRS",2.83e-11,0
"THYMt3pp",0,0
"THZPSN",0,0
"THZSN",0,0
"THZSN_1",0,0
"TIH2CD",0,0
"TIH3CD",0,0
"TIHCD",0,0
"TKT1",0.2077002438,-0.00641090859665587
"TKT2",0.6055737863,-0.0186928842284135
"TMAMT",0,0
"TMAOR1",0,0
"TMAOR1e",0,0
"TMAOR1pp",0,0
"TMAOR2",5.66e-11,0
"TMAOR2e",0,0
"TMAOR2pp",0,0
"TMAt2",0,0
"TMDK1",0,0
"TMDPP",0,0
"TMDS3",0,0
"TMDSf",0.000546797,0.00034072275992266
"TM_GL1",0,0
"TM_GL2",0,0
"TMHAS1",0,0
"TMHAS2",0,0
"TMHAS3",0,0
"TMHAS4",0,0
"TMHAS5",0,0
"TMHAS6",0,0
"TMK",0,0
"TMN",0,0
"TMPHi",0,0
"TMPt6",0,0
"TOCOPHOM1",0,0
"TOCOPHOM2",0,0
"TOCOPHS1",0,0
"TOCOPHS2",0,0
"TOLt2pp",0,0
"TOLtex",0,0
"TOLtpp",0,0
"TPI",10.3760186802,-0.776391037900371
"TPK1",0,0
"TPRDCOAS",0,0
"TRDR",0,0
"TRE6PH",0,0
"TRE6PP",0,0
"TRE6PS",0,0
"TREabc",0,0
"TREH",0,0
"TREHe",0,0
"TREHpp",0,0
"TREpts",0,0
"TREptspp",0,0
"TRESULT",0,0
"TRIATS",0,0
"TRPAS1",0,0
"TRPAS2",0.0035597143,-0.00221817435499297
"TRPS1",0,0
"TRPS2",0,0
"TRPS3",0.0035597143,-0.00221817435499297
"TRPt2r",0,0
"TRPt2rpp",0,0
"TRPTA",0,0
"TRPTRS",0,0
"TRSARr",0,0
"TSR",0,0
"TSULabc",0,0
"TSULabcpp",0,0
"TSULDHpp1",0,0
"TSULDHpp2",1e-11,0
"TSULDHpp3",0,0
"TSULR3e",0,0
"TTDCAt2",1e-11,0
"TTDCAt2pp",0,0
"TTONR1pp",1e-11,0
"TTONR2pp",0,0
"TTONtex",0,0
"TTRCYCtpp",1e-11,0
"TUNGSabcpp",0,0
"TYROXDApp",0,0
"TYRPpp",0,0
"TYRt2r",0,0
"TYRt2rpp",0,0
"TYRTRS",0,0
"U23GAAT_HP",0,0
"U23GAATN",1e-11,0
"U2GAAT",0,0
"U2GAAT2",1e-11,0
"UAAGLS1",0,0
"UAAGLS2",0,0
"UAAGMDt",0,0
"UACGALPpp",0,0
"UACGAMDH",0,0
"UACGAMOAT",0,0
"UACGAMPpp",0,0
"UACMAMO",0,0
"UAG2E",1e-11,0
"UAG2EMA",0,0
"UAG4E",0,0
"UAG4Ei",0,0
"UAGAAT_HP",0,0
"UAGAATN",0,0
"UAGDP2",0,0
"UAGPT1",0,0
"UAGPT2",0,0
"UAMRH",0,0
"udcdp20OagLpp",0,0
"udcdpgalrmnmanabetpp",0,0
"UDCPAT",0,0
"UDCPDPex",0,0
"UDCPDPpp",0,0
"UDCPGT",0,0
"UDCPKr",0,0
"UDCPMT",0,0
"UDCPPtexi",0,0
"UDCPPtppi",0,0
"UDCPRT",0,0
"UDPDPS",0,0
"UDPDPS2",0,0
"UDPG12dgrGT_SA2",0,0
"UDPG3g12dgrGT_SA2",0,0
"UDPG4E",0,0
"UDPGALM",0,0
"UDPGALPpp",0,0
"UDPGD",0,0
"UDPGDC",0,0
"UDPGLDC",0,0
"UDPGPpp",0,0
"UDPKAAT",0,0
"UGAGDS",0,0
"UGGPT3",0,0
"UGLCURPpp",0,0
"UGLDDS1",0,0
"UGLDDS2",0,0
"UGLDDS2_1",0,0
"UGLT",0,0
"UGLYCH",0,0
"UGMAGS",0,0
"UGMAS",0,0
"UGMDDS2",0,0
"UGT1_BS",0,0
"UGT2_BS",0,0
"UGT_BS",0,0
"UHBZ1t_pp",0,0
"UHGADA_HP",0,0
"UHGADAN",0,0
"ULA4NFT",1.22e-10,0
"ULA4Ntppi",0,0
"UM3PL",1e-11,0
"UM4PCP",0,0
"UM4PL",0,0
"UMPt6",0,0
"UNK2",0,0
"UNK3",0,0
"UNK5",0,0
"UNK_CBL1DEGt",0,0
"UNK_RBFDEGt",0,0
"UPLA4FNF",0,0
"UPLA4FNT",0,0
"UPLA4NT",0,0
"UPP3MT_2",0,0
"UPPDC2",0,0
"UPPN",1e-11,0
"UPPRT",0,0
"URACPAH",0,0
"URAt2",0,0
"URAt2pp_copy1",0,0
"URAt2pp_copy2",0,0
"URATEt_1",0,0
"URCN",0,0
