Lower_Bound,Reaction_Number,Upper_Bound,Reaction_ID
0.0,673,1000.0,APG3PAT120
0.0,674,1000.0,APG3PAT140
0.0,675,1000.0,APG3PAT141
0.0,676,1000.0,APG3PAT160
0.0,677,1000.0,APG3PAT161
0.0,678,1000.0,APG3PAT180
0.0,679,1000.0,APG3PAT181
0.0,680,1000.0,APH120
0.0,681,1000.0,APH140
0.0,682,1000.0,APH141
0.0,683,1000.0,APH160
0.0,684,1000.0,APH161
0.0,685,1000.0,APH180
0.0,686,1000.0,APH181
-1000.0,687,1000.0,APPLDHr
0.0,688,1000.0,APRAUR
-1000.0,689,1000.0,ARAI
0.0,690,1000.0,ARBTNR1
0.0,691,1000.0,ARBTNR2
0.0,692,1000.0,ARBTNR3
0.0,693,1000.0,ARBTNabcpp
0.0,694,1000.0,ARBTNexs
0.0,695,1000.0,ARBTNtex
0.0,696,1000.0,ARBTNtonex
0.0,697,1000.0,ARBTNtpp
0.0,698,1000.0,ARBTptspp
0.0,699,1000.0,ARBTtex
0.0,700,1000.0,ARBabcpp
-1000.0,701,1000.0,ARBt2rpp
0.0,702,1000.0,ARBt3ipp
-1000.0,703,1000.0,ARBtex
-1000.0,704,1000.0,ARGAGMt7pp
0.0,705,1000.0,ARGDC
0.0,706,1000.0,ARGDCpp
-1000.0,707,1000.0,ARGORNt7pp
-1000.0,708,1000.0,ARGSL
0.0,709,1000.0,ARGSS
0.0,710,1000.0,ARGTRS
0.0,711,1000.0,ARGabcpp
0.0,712,1000.0,ARGt3pp
-1000.0,713,1000.0,ARGtex
-1000.0,714,1000.0,ASAD
0.0,715,1000.0,ASCBPL
0.0,716,1000.0,ASCBptspp
-1000.0,717,1000.0,ASCBtex
0.0,718,1000.0,ASNN
0.0,719,1000.0,ASNNpp
0.0,720,1000.0,ASNS1
0.0,721,1000.0,ASNS2
0.0,722,1000.0,ASNTRS
0.0,723,1000.0,ASNabcpp
-1000.0,724,1000.0,ASNt2rpp
-1000.0,725,1000.0,ASNtex
0.0,726,1000.0,ASO3t8pp
-1000.0,727,1000.0,ASO3tex
0.0,728,1000.0,ASP1DC
0.0,729,1000.0,ASPCT
-1000.0,730,1000.0,ASPK
0.0,731,1000.0,ASPO3
0.0,732,1000.0,ASPO4
0.0,733,1000.0,ASPO5
0.0,734,1000.0,ASPO6
0.0,735,1000.0,ASPT
-1000.0,736,1000.0,ASPTA
0.0,737,1000.0,ASPTRS
0.0,738,1000.0,ASPabcpp
0.0,739,1000.0,ASPt2_2pp
0.0,740,1000.0,ASPt2_3pp
0.0,741,1000.0,ASPt2pp_copy1
-1000.0,742,1000.0,ASPt2pp_copy2
-1000.0,743,1000.0,ASPtex
0.0,744,1000.0,ASR
0.0,745,1000.0,AST
-1000.0,746,1000.0,ATHRDHr
0.0,747,1000.0,ATPHs
3.15,748,1000.0,ATPM
0.0,749,1000.0,ATPPRT
-1000.0,750,1000.0,ATPS4rpp
0.0,751,1000.0,BALAt2pp
-1000.0,752,1000.0,BALAtex
0.0,753,1000.0,BETALDHx
0.0,754,1000.0,BETALDHy
0.0,755,1000.0,BMOCOS
0.0,756,1000.0,BMOGDS1
0.0,757,1000.0,BMOGDS2
0.0,758,1000.0,BPNT
0.0,759,1000.0,BSORx
0.0,760,1000.0,BSORy
0.0,761,1000.0,BTNt2ipp
-1000.0,762,1000.0,BTNtex
0.0,763,1000.0,BTS5
0.0,764,1000.0,BUTCT
0.0,765,1000.0,BUTSO3abcpp
-1000.0,766,1000.0,BUTSO3tex
-1000.0,767,1000.0,BUTt2rpp
-1000.0,768,1000.0,BUTtex
0.0,769,1000.0,BWCOGDS1
0.0,770,1000.0,BWCOGDS2
0.0,771,1000.0,BWCOS
0.0,772,1000.0,CA2t3pp
-1000.0,773,1000.0,CA2tex
0.0,774,1000.0,CADVtpp
-1000.0,775,1000.0,CAt6pp
-1000.0,776,1000.0,CBIAT
0.0,777,1000.0,CBItonex
0.0,778,1000.0,CBIuabcpp
0.0,779,1000.0,CBL1abcpp
0.0,780,1000.0,CBL1tonex
-1000.0,781,1000.0,CBLAT
0.0,782,1000.0,CBMD
-1000.0,783,1000.0,CBMKr
0.0,784,1000.0,CBPS
0.0,785,1000.0,CCGS
0.0,786,1000.0,CD2abcpp
0.0,787,1000.0,CD2t3pp
-1000.0,788,1000.0,CD2tex
0.0,789,1000.0,CD2tpp
0.0,790,1000.0,CDAPPA120
0.0,791,1000.0,CDAPPA140
0.0,792,1000.0,CDAPPA141
0.0,793,1000.0,CDAPPA160
0.0,794,1000.0,CDAPPA161
0.0,795,1000.0,CDAPPA180
0.0,796,1000.0,CDAPPA181
0.0,797,1000.0,CDGR
0.0,798,1000.0,CDGS
0.0,799,1000.0,CDPMEK
0.0,800,1000.0,CFAS160E
0.0,801,1000.0,CFAS160G
0.0,802,1000.0,CFAS180E
0.0,803,1000.0,CFAS180G
0.0,804,1000.0,CGLYabcpp
-1000.0,805,1000.0,CGLYtex
0.0,806,1000.0,CHLabcpp
0.0,807,1000.0,CHLt2pp
-1000.0,808,1000.0,CHLtex
0.0,809,1000.0,CHOLD
0.0,810,1000.0,CHORM
0.0,811,1000.0,CHORS
0.0,812,1000.0,CHRPL
0.0,813,1000.0,CHTBSptspp
-1000.0,814,1000.0,CHTBStex
0.0,815,1000.0,CINNDO
0.0,816,1000.0,CITL
0.0,817,1000.0,CITt3pp
0.0,818,1000.0,CITt7pp
-1000.0,819,1000.0,CITtex
0.0,820,1000.0,CLIPAabctex
0.0,821,1000.0,CLPNH120pp
0.0,822,1000.0,CLPNH140pp
0.0,823,1000.0,CLPNH141pp
0.0,824,1000.0,CLPNH160pp
0.0,825,1000.0,CLPNH161pp
0.0,826,1000.0,CLPNH180pp
0.0,827,1000.0,CLPNH181pp
-1000.0,828,1000.0,CLPNS120pp
-1000.0,829,1000.0,CLPNS140pp
-1000.0,830,1000.0,CLPNS141pp
-1000.0,831,1000.0,CLPNS160pp
-1000.0,832,1000.0,CLPNS161pp
-1000.0,833,1000.0,CLPNS180pp
-1000.0,834,1000.0,CLPNS181pp
0.0,835,1000.0,CLt3_2pp
-1000.0,836,1000.0,CLtex
0.0,837,1000.0,CMPN
-1000.0,838,1000.0,CMPtex
-1000.0,839,1000.0,CMtex
0.0,840,1000.0,CMtpp
-1000.0,841,1000.0,CO2tex
-1000.0,842,1000.0,CO2tpp
0.0,843,1000.0,COBALT2abcpp
0.0,844,1000.0,COBALT2t3pp
-1000.0,845,1000.0,COBALT2tex
0.0,846,1000.0,COBALT2tpp
0.0,847,1000.0,COLIPAKpp
0.0,848,1000.0,COLIPAPabctex
0.0,849,1000.0,COLIPAabcpp
0.0,850,1000.0,COLIPAabctex
0.0,851,1000.0,CPGNR1
0.0,852,1000.0,CPGNR2
0.0,853,1000.0,CPGNR3
0.0,854,1000.0,CPGNUtex
0.0,855,1000.0,CPGNUtpp
0.0,856,1000.0,CPGNabcpp
0.0,857,1000.0,CPGNexs
0.0,858,1000.0,CPGNtonex
0.0,859,1000.0,CPH4S
0.0,860,1000.0,CPMPS
0.0,861,1000.0,CPPPGO
0.0,862,1000.0,CPPPGO2
-1000.0,863,1000.0,CRNBTCT
0.0,864,1000.0,CRNCAL2
-1000.0,865,1000.0,CRNCAR
-1000.0,866,1000.0,CRNCBCT
-1000.0,867,1000.0,CRNCDH
0.0,868,1000.0,CRNDCAL2
0.0,869,1000.0,CRNDabcpp
-1000.0,870,1000.0,CRNDt2rpp
-1000.0,871,1000.0,CRNDtex
0.0,872,1000.0,CRNabcpp
-1000.0,873,1000.0,CRNt2rpp
0.0,874,1000.0,CRNt7pp
0.0,875,1000.0,CRNt8pp
-1000.0,876,1000.0,CRNtex
0.0,877,1000.0,CS
0.0,878,1000.0,CSND
0.0,879,1000.0,CSNt2pp
-1000.0,880,1000.0,CSNtex
0.0,881,1000.0,CTBTCAL2
0.0,882,1000.0,CTBTabcpp
-1000.0,883,1000.0,CTBTt2rpp
-1000.0,884,1000.0,CTECOAI6
-1000.0,885,1000.0,CTECOAI7
-1000.0,886,1000.0,CTECOAI8
0.0,887,1000.0,CTPS2
0.0,888,1000.0,CU1Opp
0.0,889,1000.0,CU1abcpp
0.0,890,1000.0,CU2abcpp
-1000.0,891,1000.0,CU2tex
0.0,892,1000.0,CU2tpp
0.0,893,1000.0,CUt3
-1000.0,894,1000.0,CUtex
0.0,895,1000.0,CYANST
0.0,896,1000.0,CYANSTpp
-1000.0,897,1000.0,CYANtex
0.0,898,1000.0,CYNTAH
0.0,899,1000.0,CYNTt2pp
-1000.0,900,1000.0,CYNTtex
0.0,901,1000.0,CYSDDS
0.0,902,1000.0,CYSDS
0.0,903,1000.0,CYSDabcpp
-1000.0,904,1000.0,CYSDtex
0.0,905,1000.0,CYSS
0.0,906,1000.0,CYSSADS
0.0,907,1000.0,CYSTL
0.0,908,1000.0,CYSTRS
0.0,909,1000.0,CYSabc2pp
0.0,910,1000.0,CYSabcpp
-1000.0,911,1000.0,CYStex
0.0,912,1000.0,CYStpp
0.0,913,1000.0,CYTBD2pp
0.0,914,1000.0,CYTBDpp
0.0,915,1000.0,CYTBO3_4pp
0.0,916,1000.0,CYTD
0.0,917,1000.0,CYTDH
0.0,918,1000.0,CYTDK2
0.0,919,1000.0,CYTDt2pp_copy1
-1000.0,920,1000.0,CYTDt2pp_copy2
-1000.0,921,1000.0,CYTDtex
-1000.0,922,1000.0,CYTK1
-1000.0,923,1000.0,CYTK2
-1000.0,924,1000.0,D_LACt2pp
-1000.0,925,1000.0,D_LACtex
0.0,926,1000.0,DAAD
0.0,927,1000.0,DADA
-1000.0,928,1000.0,DADK
0.0,929,1000.0,DADNt2pp
-1000.0,930,1000.0,DADNtex
0.0,931,1000.0,DAGK120
0.0,932,1000.0,DAGK140
0.0,933,1000.0,DAGK141
0.0,934,1000.0,DAGK160
0.0,935,1000.0,DAGK161
0.0,936,1000.0,DAGK180
0.0,937,1000.0,DAGK181
0.0,938,1000.0,DALAt2pp
-1000.0,939,1000.0,DALAtex
-1000.0,940,1000.0,DAMPtex
0.0,941,1000.0,DAPAL
0.0,942,1000.0,DAPDC
-1000.0,943,1000.0,DAPE
0.0,944,1000.0,DAPabcpp
-1000.0,945,1000.0,DAPtex
0.0,946,1000.0,DASYN120
0.0,947,1000.0,DASYN140
0.0,948,1000.0,DASYN141
0.0,949,1000.0,DASYN160
0.0,950,1000.0,DASYN161
0.0,951,1000.0,DASYN180
0.0,952,1000.0,DASYN181
0.0,953,1000.0,DATPHs
0.0,954,1000.0,DB4PS
0.0,955,1000.0,DBTS
0.0,956,1000.0,DC6PH
-1000.0,957,1000.0,DCAtex
-1000.0,958,1000.0,DCMPtex
0.0,959,1000.0,DCTPD
0.0,960,1000.0,DCYTD
0.0,961,1000.0,DCYTt2pp
-1000.0,962,1000.0,DCYTtex
0.0,963,1000.0,DDCAtexi
0.0,964,1000.0,DDGALK
-1000.0,965,1000.0,DDGLCNt2rpp
-1000.0,966,1000.0,DDGLCNtex
0.0,967,1000.0,DDGLK
0.0,968,1000.0,DDPA
-1000.0,969,1000.0,DDPGALA
-1000.0,970,1000.0,DGK1
-1000.0,971,1000.0,DGMPtex
0.0,972,1000.0,DGSNt2pp
-1000.0,973,1000.0,DGSNtex
-1000.0,974,1000.0,DHACOAH
0.0,975,1000.0,DHAD1
0.0,976,1000.0,DHAD2
0.0,977,1000.0,DHAPT
-1000.0,978,1000.0,DHAtex
-1000.0,979,1000.0,DHAtpp
-1000.0,980,1000.0,DHBD
0.0,981,1000.0,DHBS
0.0,982,1000.0,DHBSH
0.0,983,1000.0,DHCIND
0.0,984,1000.0,DHCINDO
0.0,985,1000.0,DHDPRy
0.0,986,1000.0,DHDPS
-1000.0,987,1000.0,DHFR
0.0,988,1000.0,DHFS
0.0,989,1000.0,DHMPTR
0.0,990,1000.0,DHNAOT4
0.0,991,1000.0,DHNCOAS
0.0,992,1000.0,DHNCOAT
-1000.0,993,1000.0,DHNPA2r
-1000.0,994,1000.0,DHNPTE
0.0,995,1000.0,DHORD2
0.0,996,1000.0,DHORD5
0.0,997,1000.0,DHORDfum
-1000.0,998,1000.0,DHORTS
0.0,999,1000.0,DHPPD
0.0,1000,1000.0,DHPPDA2
0.0,1001,1000.0,DHPS2
0.0,1002,1000.0,DHPTDCs2
-1000.0,1003,1000.0,DHPTPE
0.0,1004,1000.0,DHQS
0.0,1005,1000.0,DHQTi
-1000.0,1006,1000.0,DIMPtex
0.0,1007,1000.0,DINSt2pp
-1000.0,1008,1000.0,DINStex
0.0,1009,1000.0,DKGLCNR1
0.0,1010,1000.0,DKGLCNR2x
0.0,1011,1000.0,DKGLCNR2y
0.0,1012,1000.0,DMATT
0.0,1013,1000.0,DMPPS
0.0,1014,1000.0,DMQMT
0.0,1015,1000.0,DMSOR1
0.0,1016,1000.0,DMSOR1pp
0.0,1017,1000.0,DMSOR2
0.0,1018,1000.0,DMSOR2pp
-1000.0,1019,1000.0,DMSOtex
-1000.0,1020,1000.0,DMSOtpp
-1000.0,1021,1000.0,DMStex
0.0,1022,1000.0,DNMPPA
0.0,1023,1000.0,DNTPPA
0.0,1024,1000.0,DOGULNR
-1000.0,1025,1000.0,DOPAtex
-1000.0,1026,1000.0,DOXRBCNtex
0.0,1027,1000.0,DOXRBCNtpp
0.0,1028,1000.0,DPCOAK
0.0,1029,1000.0,DPR
0.0,1030,1000.0,DRPA
0.0,1031,1000.0,DSBAO1
0.0,1032,1000.0,DSBAO2
0.0,1033,1000.0,DSBCGT
0.0,1034,1000.0,DSBDR
0.0,1035,1000.0,DSBGGT
-1000.0,1036,1000.0,DSERDHr
0.0,1037,1000.0,DSERt2pp
-1000.0,1038,1000.0,DSERtex
0.0,1039,1000.0,DTARTD
-1000.0,1040,1000.0,DTMPK
-1000.0,1041,1000.0,DTMPtex
-1000.0,1042,1000.0,DUMPtex
-1000.0,1043,1000.0,DURADx
0.0,1044,1000.0,DURIK1
-1000.0,1045,1000.0,DURIPP
0.0,1046,1000.0,DURIt2pp
-1000.0,1047,1000.0,DURItex
0.0,1048,1000.0,DUTPDP
0.0,1049,1000.0,DXPRIi
0.0,1050,1000.0,DXPS
0.0,1051,1000.0,DXYLK
-1000.0,1052,1000.0,E4PD
0.0,1053,1000.0,EAR100x
0.0,1054,1000.0,EAR100y
0.0,1055,1000.0,EAR120x
0.0,1056,1000.0,EAR120y
0.0,1057,1000.0,EAR121x
0.0,1058,1000.0,EAR121y
0.0,1059,1000.0,EAR140x
0.0,1060,1000.0,EAR140y
0.0,1061,1000.0,EAR141x
0.0,1062,1000.0,EAR141y
0.0,1063,1000.0,EAR160x
0.0,1064,1000.0,EAR160y
0.0,1065,1000.0,EAR161x
0.0,1066,1000.0,EAR161y
0.0,1067,1000.0,EAR180x
0.0,1068,1000.0,EAR180y
0.0,1069,1000.0,EAR181x
0.0,1070,1000.0,EAR181y
0.0,1071,1000.0,EAR40x
0.0,1072,1000.0,EAR40y
0.0,1073,1000.0,EAR60x
0.0,1074,1000.0,EAR60y
0.0,1075,1000.0,EAR80x
0.0,1076,1000.0,EAR80y
0.0,1077,1000.0,ECA4COLIPAabctex
0.0,1078,1000.0,ECA4OALpp
0.0,1079,1000.0,ECAP1pp
0.0,1080,1000.0,ECAP2pp
0.0,1081,1000.0,ECAP3pp
0.0,1082,1000.0,ECAtpp
-1000.0,1083,1000.0,ECOAH1
-1000.0,1084,1000.0,ECOAH2
-1000.0,1085,1000.0,ECOAH3
-1000.0,1086,1000.0,ECOAH4
-1000.0,1087,1000.0,ECOAH5
-1000.0,1088,1000.0,ECOAH6
-1000.0,1089,1000.0,ECOAH7
-1000.0,1090,1000.0,ECOAH8
0.0,1091,1000.0,EDA
0.0,1092,1000.0,EDD
0.0,1093,1000.0,EDTXS1
0.0,1094,1000.0,EDTXS2
0.0,1095,1000.0,EDTXS3
0.0,1096,1000.0,EDTXS4
0.0,1097,1000.0,EGMEACPR
0.0,1098,1000.0,ENLIPAabctex
-1000.0,1099,1000.0,ENO
0.0,1100,1000.0,ENTCS
0.0,1101,1000.0,ENTERES
0.0,1102,1000.0,ENTERES2
0.0,1103,1000.0,EPMEACPR
0.0,1104,1000.0,ETHAAL
0.0,1105,1000.0,ETHAt2pp
-1000.0,1106,1000.0,ETHAtex
0.0,1107,1000.0,ETHSO3abcpp
-1000.0,1108,1000.0,ETHSO3tex
-1000.0,1109,1000.0,ETOHtex
-1000.0,1110,1000.0,ETOHtrpp
-1000.0,1111,1000.0,F6PA
0.0,1112,1000.0,F6PP
0.0,1113,1000.0,F6Pt6_2pp
-1000.0,1114,1000.0,F6Ptex
0.0,1115,1000.0,FA100ACPHi
0.0,1116,1000.0,FA120ACPHi
0.0,1117,1000.0,FA140ACPHi
0.0,1118,1000.0,FA141ACPHi
0.0,1119,1000.0,FA160ACPHi
0.0,1120,1000.0,FA161ACPHi
0.0,1121,1000.0,FA80ACPHi
0.0,1122,1000.0,FACOAE100
0.0,1123,1000.0,FACOAE120
0.0,1124,1000.0,FACOAE140
0.0,1125,1000.0,FACOAE141
0.0,1126,1000.0,FACOAE160
0.0,1127,1000.0,FACOAE161
0.0,1128,1000.0,FACOAE180
0.0,1129,1000.0,FACOAE181
0.0,1130,1000.0,FACOAE60
0.0,1131,1000.0,FACOAE80
0.0,1132,1000.0,FACOAL100t2pp
0.0,1133,1000.0,FACOAL120t2pp
0.0,1134,1000.0,FACOAL140t2pp
0.0,1135,1000.0,FACOAL141t2pp
0.0,1136,1000.0,FACOAL160t2pp
0.0,1137,1000.0,FACOAL161t2pp
0.0,1138,1000.0,FACOAL180t2pp
0.0,1139,1000.0,FACOAL181t2pp
0.0,1140,1000.0,FACOAL60t2pp
0.0,1141,1000.0,FACOAL80t2pp
0.0,1142,1000.0,FADRx
0.0,1143,1000.0,FADRx2
-1000.0,1144,1000.0,FALDH2
-1000.0,1145,1000.0,FALDtex
-1000.0,1146,1000.0,FALDtpp
-1000.0,1147,1000.0,FALGTHLs
-1000.0,1148,1000.0,FBA
-1000.0,1149,1000.0,FBA3
0.0,1150,1000.0,FBP
-1000.0,1151,1000.0,FCI
0.0,1152,1000.0,FCLK
-1000.0,1153,1000.0,FCLPA
0.0,1154,1000.0,FCLT
0.0,1155,1000.0,FDH4pp
0.0,1156,1000.0,FDH5pp
0.0,1157,1000.0,FDMO
0.0,1158,1000.0,FDMO2
0.0,1159,1000.0,FDMO3
0.0,1160,1000.0,FDMO4
0.0,1161,1000.0,FDMO6
0.0,1162,1000.0,FE2abcpp
0.0,1163,1000.0,FE2t2pp
0.0,1164,1000.0,FE2t3pp
-1000.0,1165,1000.0,FE2tex
0.0,1166,1000.0,FE2tpp
0.0,1167,1000.0,FE3DCITabcpp
0.0,1168,1000.0,FE3DCITtonex
0.0,1169,1000.0,FE3DHBZR
0.0,1170,1000.0,FE3DHBZSabcpp
0.0,1171,1000.0,FE3DHBZStonex
0.0,1172,1000.0,FE3HOXR1
0.0,1173,1000.0,FE3HOXR2
0.0,1174,1000.0,FE3HOXR3
0.0,1175,1000.0,FE3HOXUtex
0.0,1176,1000.0,FE3HOXUtpp
0.0,1177,1000.0,FE3HOXabcpp
0.0,1178,1000.0,FE3HOXexs
0.0,1179,1000.0,FE3HOXtonex
0.0,1180,1000.0,FE3Ri
0.0,1181,1000.0,FE3abcpp
-1000.0,1182,1000.0,FE3tex
0.0,1183,1000.0,FECRMR1
0.0,1184,1000.0,FECRMR2
0.0,1185,1000.0,FECRMR3
0.0,1186,1000.0,FECRMUtex
0.0,1187,1000.0,FECRMUtpp
0.0,1188,1000.0,FECRMabcpp
0.0,1189,1000.0,FECRMexs
0.0,1190,1000.0,FECRMtonex
0.0,1191,1000.0,FEENTERR1
0.0,1192,1000.0,FEENTERR2
0.0,1193,1000.0,FEENTERR3
0.0,1194,1000.0,FEENTERabcpp
0.0,1195,1000.0,FEENTERexs
0.0,1196,1000.0,FEENTERtex
0.0,1197,1000.0,FEENTERtonex
0.0,1198,1000.0,FEENTERtpp
0.0,1199,1000.0,FEOXAMR1
0.0,1200,1000.0,FEOXAMR2
0.0,1201,1000.0,FEOXAMR3
0.0,1202,1000.0,FEOXAMUtex
0.0,1203,1000.0,FEOXAMUtpp
0.0,1204,1000.0,FEOXAMabcpp
0.0,1205,1000.0,FEOXAMexs
0.0,1206,1000.0,FEOXAMtonex
0.0,1207,1000.0,FEROpp
0.0,1208,1000.0,FESD1s
0.0,1209,1000.0,FESD2s
0.0,1210,1000.0,FESR
0.0,1211,1000.0,FFSD
0.0,1212,1000.0,FLDR2
0.0,1213,1000.0,FLVR
0.0,1214,1000.0,FLVRx
0.0,1215,1000.0,FMETTRS
0.0,1216,1000.0,FMNAT
0.0,1217,1000.0,FMNRx
0.0,1218,1000.0,FMNRx2
0.0,1219,1000.0,FOMETRi
-1000.0,1220,1000.0,FORCT
0.0,1221,1000.0,FORt2pp
-1000.0,1222,1000.0,FORtex
0.0,1223,1000.0,FORtppi
0.0,1224,1000.0,FRD2
0.0,1225,1000.0,FRD3
0.0,1226,1000.0,FRUK
-1000.0,1227,1000.0,FRULYSDG
-1000.0,1228,1000.0,FRULYSE
0.0,1229,1000.0,FRULYSK
0.0,1230,1000.0,FRULYSt2pp
-1000.0,1231,1000.0,FRULYStex
-1000.0,1232,1000.0,FRUURt2rpp
-1000.0,1233,1000.0,FRUURtex
0.0,1234,1000.0,FRUpts2pp
0.0,1235,1000.0,FRUptspp
-1000.0,1236,1000.0,FRUtex
0.0,1237,1000.0,FTHFD
0.0,1238,1000.0,FTHFLi
-1000.0,1239,1000.0,FUCtex
-1000.0,1240,1000.0,FUCtpp
-1000.0,1241,1000.0,FUM
0.0,1242,1000.0,FUMt2_2pp
0.0,1243,1000.0,FUMt2_3pp
-1000.0,1244,1000.0,FUMtex
-1000.0,1245,1000.0,FUSAtex
0.0,1246,1000.0,FUSAtpp
0.0,1247,1000.0,G1PACT
0.0,1248,1000.0,G1PPpp
0.0,1249,1000.0,G1PTT
-1000.0,1250,1000.0,G1Ptex
-1000.0,1251,1000.0,G1SAT
0.0,1252,1000.0,G2PP
0.0,1253,1000.0,G2PPpp
0.0,1254,1000.0,G3PAT120
0.0,1255,1000.0,G3PAT140
0.0,1256,1000.0,G3PAT141
0.0,1257,1000.0,G3PAT160
0.0,1258,1000.0,G3PAT161
0.0,1259,1000.0,G3PAT180
0.0,1260,1000.0,G3PAT181
0.0,1261,1000.0,G3PCabcpp
-1000.0,1262,1000.0,G3PCtex
-1000.0,1263,1000.0,G3PD2
0.0,1264,1000.0,G3PD5
0.0,1265,1000.0,G3PD6
0.0,1266,1000.0,G3PD7
0.0,1267,1000.0,G3PEabcpp
-1000.0,1268,1000.0,G3PEtex
0.0,1269,1000.0,G3PGabcpp
-1000.0,1270,1000.0,G3PGtex
0.0,1271,1000.0,G3PIabcpp
-1000.0,1272,1000.0,G3PItex
0.0,1273,1000.0,G3PSabcpp
-1000.0,1274,1000.0,G3PStex
0.0,1275,1000.0,G3PT
0.0,1276,1000.0,G5SADs
0.0,1277,1000.0,G5SD
0.0,1278,1000.0,G6PDA
-1000.0,1279,1000.0,G6PDH2r
0.0,1280,1000.0,G6PP
0.0,1281,1000.0,G6Pt6_2pp
-1000.0,1282,1000.0,G6Ptex
0.0,1283,1000.0,GAL1PPpp
-1000.0,1284,1000.0,GAL1Ptex
-1000.0,1285,1000.0,GALBDtex
0.0,1286,1000.0,GALCTD
0.0,1287,1000.0,GALCTLO
0.0,1288,1000.0,GALCTND
0.0,1289,1000.0,GALCTNLt2pp
-1000.0,1290,1000.0,GALCTNLtex
0.0,1291,1000.0,GALCTNt2pp
-1000.0,1292,1000.0,GALCTNtex
-1000.0,1293,1000.0,GALCTt2rpp
-1000.0,1294,1000.0,GALCTtex
-1000.0,1295,1000.0,GALKr
0.0,1296,1000.0,GALM2pp
0.0,1297,1000.0,GALS3
0.0,1298,1000.0,GALT1
0.0,1299,1000.0,GALTptspp
-1000.0,1300,1000.0,GALTtex
-1000.0,1301,1000.0,GALURt2rpp
-1000.0,1302,1000.0,GALURtex
0.0,1303,1000.0,GALUi
0.0,1304,1000.0,GALabcpp
0.0,1305,1000.0,GALt2pp
-1000.0,1306,1000.0,GALtex
0.0,1307,1000.0,GAM6Pt6_2pp
-1000.0,1308,1000.0,GAMAN6Ptex
0.0,1309,1000.0,GAMptspp
-1000.0,1310,1000.0,GAMtex
-1000.0,1311,1000.0,GAPD
-1000.0,1312,1000.0,GARFT
0.0,1313,1000.0,GART
-1000.0,1314,1000.0,GBBTNtex
0.0,1315,1000.0,GCALDD
0.0,1316,1000.0,GDMANE
0.0,1317,1000.0,GDPDPK
0.0,1318,1000.0,GDPMNH
0.0,1319,1000.0,GDPMNP
0.0,1320,1000.0,GDPTPDP
-1000.0,1321,1000.0,GDPtex
0.0,1322,1000.0,GF6PTA
-1000.0,1323,1000.0,GGGABADr
0.0,1324,1000.0,GGGABAH
0.0,1325,1000.0,GGPTRCO
0.0,1326,1000.0,GGPTRCS
-1000.0,1327,1000.0,GHBDHx
-1000.0,1328,1000.0,GHMT2r
-1000.0,1329,1000.0,GK1
0.0,1330,1000.0,GLBRAN2
-1000.0,1331,1000.0,GLCATr
0.0,1332,1000.0,GLCDpp
-1000.0,1333,1000.0,GLCNt2rpp
-1000.0,1334,1000.0,GLCNtex
0.0,1335,1000.0,GLCP
0.0,1336,1000.0,GLCP2
0.0,1337,1000.0,GLCRAL
0.0,1338,1000.0,GLCRD
-1000.0,1339,1000.0,GLCRt2rpp
-1000.0,1340,1000.0,GLCRtex
0.0,1341,1000.0,GLCS1
0.0,1342,1000.0,GLCTR1
0.0,1343,1000.0,GLCTR2
0.0,1344,1000.0,GLCTR3
-1000.0,1345,1000.0,GLCUR1Ptex
-1000.0,1346,1000.0,GLCURt2rpp
-1000.0,1347,1000.0,GLCURtex
0.0,1348,1000.0,GLCabcpp
0.0,1349,1000.0,GLCptspp
0.0,1350,1000.0,GLCt2pp
-1000.0,1351,1000.0,GLCtex_copy1
0.0,1352,1000.0,GLCtex_copy2
0.0,1353,1000.0,GLDBRAN2
0.0,1354,1000.0,GLGC
0.0,1355,1000.0,GLNS
0.0,1356,1000.0,GLNTRS
0.0,1357,1000.0,GLNabcpp
-1000.0,1358,1000.0,GLNtex
-1000.0,1359,1000.0,GLTPD
0.0,1360,1000.0,GLU5K
-1000.0,1361,1000.0,GLUABUTt7pp
0.0,1362,1000.0,GLUCYS
0.0,1363,1000.0,GLUDC
-1000.0,1364,1000.0,GLUDy
0.0,1365,1000.0,GLUN
0.0,1366,1000.0,GLUNpp
0.0,1367,1000.0,GLUPRT
-1000.0,1368,1000.0,GLUR
0.0,1369,1000.0,GLUSy
0.0,1370,1000.0,GLUTRR
0.0,1371,1000.0,GLUTRS
0.0,1372,1000.0,GLUabcpp
-1000.0,1373,1000.0,GLUt2rpp
0.0,1374,1000.0,GLUt4pp
-1000.0,1375,1000.0,GLUtex
0.0,1376,1000.0,GLXCL
-1000.0,1377,1000.0,GLYALDtex
-1000.0,1378,1000.0,GLYALDtpp
-1000.0,1379,1000.0,GLYAT
0.0,1380,1000.0,GLYBabcpp
0.0,1381,1000.0,GLYBt2pp
-1000.0,1382,1000.0,GLYBtex
0.0,1383,1000.0,GLYC2Pabcpp
-1000.0,1384,1000.0,GLYC2Ptex
0.0,1385,1000.0,GLYC3Pabcpp
0.0,1386,1000.0,GLYC3Pt6pp
-1000.0,1387,1000.0,GLYC3Ptex
-1000.0,1388,1000.0,GLYCAt2rpp
-1000.0,1389,1000.0,GLYCAtex
0.0,1390,1000.0,GLYCDx
0.0,1391,1000.0,GLYCK
0.0,1392,1000.0,GLYCK2
0.0,1393,1000.0,GLYCL
0.0,1394,1000.0,GLYCLTDx
